,Product,Review,Rating
1885,Laptop,"Its a beast... Super fast performance.. really a great product for coders... The code which takes around 5 mins to build in windows 10 (i5 7th gen), takes around 30secs in this system.. display is really bright and clean and the swiping gestures are pretty cool... This is the first time I am using any Apple products, but I really liked the user experience and overall performance... Only cons is that, it's a bit costly...",5
1886,Laptop,Amazing product. Loving wverybit of using it.,5
1887,Laptop,Happy to use,5
1888,Laptop,Good,5
1889,Laptop,Good,5
1890,Laptop,"Damn Awesome Look😍❤️  Loving it, Guys if you are a Coder, Programmer just go for it.",5
1891,Laptop,Nothing more to say as i rated 5*,5
1892,Laptop,"Awesome product, better than any windows notebook any day… have been using MacBooks since 2014.. it’s truly premium",5
1893,Laptop,"It' s an Apple product. Do i need to write a review for this :) Btw I am not an apple fabboy but wanted to buy a laptop for my development activities and wanted a robust laptop with good Speed, memory and space. I was searching for Windows laptops but then I thought the configuration I am looking for would cost me around 60 to 70k. So instead of investing in windows laptop why not to invest in Apple macbook and i was getting a great deal during one of the flipkart's sale. Excellent buy for me",5
1894,Laptop,Bad performance,1
1895,Laptop,Bettary is amazing 🤩,5
1896,Laptop,fabulous,5
1897,Laptop,"The macbook air with the m1 chip as you all know is a beast. It can handle almost anything that you throw at it with ease. High end performance combined with a classy design of the macbook air m1 is all it takes for you to fall in love with this machine. I'm writing this review after 4 months of owning this laptop and it still feels and looks the way it did when it first came out of the box. Its easy to get quite a few dents on the sides and edges of the laptop and the display is a fingerprint magnet, so watch out for that. With that said, its one hell of a machine which can churn down tasks in a giffy.",5
1898,Laptop,Super on performance!!!,5
1899,Laptop,"Incidentally, there's not many option in the market where the hardware and software are in sync when compared with the Macs of the world. But I love the old Mac designs, they had more number of ports (headphone jack) and the lit apple logo. I'm still using the old one.",5
1900,Laptop,Good,5
1901,Laptop,Battary back up is very bad (3hr) also heating issue performance is not so good,1
1902,Laptop,Best value for money,5
1903,Laptop,The best one. No doubt about it. Its super fast.,5
1904,Laptop,Very smooth to use. No need to shut down. Classic look.,5
1905,Laptop,It is Giant Machine,5
1906,Laptop,"Simply superb laptop...I always had a dream to purchase a MacBook and finally it came true, Everything is exceptionally good...",5
1907,Laptop,I am software developer and I can say this machine is beyond above from others. Loved it ☺️,5
1908,Laptop,Simply Awesome.... the best laptop in town. A must buy for people looking for premium laptops ... the performance is unbeatable.,5
1909,Laptop,Feeling awesome... Its a BEAST.......😍,5
1910,Laptop,Nice product 👍,5
1911,Laptop,It provides seemless performance. Worth of every penny spent.,5
1912,Laptop,Best and ultra portable device ❣️❤️🔥🔥🔥,5
1913,Laptop,"If you're not a gamer, then this is the laptop you should own! Can handle everything else seamlessly. Top notch in all aspects. It only has 2 usb-c ports, so might require a good quality dongle if there's a need, but other than that it's great",5
1914,Laptop,Portable machine in the true sense. Worth every penny,5
1915,Laptop,Awesome performance and build quality and my codes are working properly without lagign . The great feeling today with MacBook Air M1 8 Gb Ram 256 gb ssd...,5
1916,Laptop,Paid a lot but sound is crackling from the speakers. Overhyped with price model but these issues really destroyed my experience with Apple.,1
1917,Laptop,"I am finally ended up buying this baby after months lf researching its display is drop dead gorgeous there are better display panels pit there however for the size it has a stunning display keyboard is tactile the touchpad is massive. Speaker when reviewers said it has a great speaker for its size i didn’t take it seriously the highs and lows sound amazing, there’s no way you can be disappointed rather be shocked. I haven’t given this a full drive until yet so wont comment it on performance but animations are smooth everything feel clean and professional. Laptop feels premium will drop more about its performance later 😇🤩",5
1918,Laptop,Long battery life. Worth buying,5
1919,Laptop,Best performance for the price. Retina display is top notch!,5
1920,Laptop,Very good product. Good battery back up,5
1921,Laptop,"Adding review after 5 months of usage. The quality is really good, rarely lags even on very heavy usage. Overall a decent purchase",4
1922,Laptop,Bad product,1
1923,Laptop,"My first Apple product and I'm really happy with the performance of the MacBook. Really loving it. Will be adding more apple products shortly ,☺️☺️",5
1924,Laptop,Awesome value for money,5
1925,Laptop,Laptop prosess gajab smooth working no hang,5
1926,Laptop,Don't give it a second thought. Just buy it. Insanely fast and running faster than my old i7 laptop. Superb Design and top notch build quality. My user experience is awesome.,5
1927,Laptop,So far so good. I haven't started video editing yet. Till now it flows like air.,4
1928,Laptop,Amazing one. Value for money 💵,5
1929,Laptop,"Awesome product with great performance, battery backup, screen quality & sound quality",5
1930,Laptop,Mac book is good fast and performant but feel lag in anaconda spider. A bit.,5
1931,Laptop,"It's a fantastic device. First apple device so still trying to adjust with it as I have always been a windows user from childhood. Looks, performance A class. If in future apple could bring the cost to a more reasonable level, that would be like a cherry on the cake for this device.",5
1932,Laptop,Switching for Windows to Mac. loved the interface!!,5
1933,Laptop,"Superb .... Its superfast it will feel on everything- form bootup, to app opening, to builds etc..  Its slim, air has no fan hence its from factor is even slimmer than pro.  I have tried several graphics heavy games and the run great without any heat as well.  Screen, Sound and microphone quality are awesome.  Battery life also very good. Overall good laptop",5
1934,Laptop,Absolutely fabulous performance.. Ram is 8gb however performance is superb...💕,4
1935,Laptop,"Caps lock is not working in one press, sometimes need to press more than 2 or 3 times.",3
1936,Laptop,"Awesome, get the job done. Meet the expectations other than screen size",5
1937,Laptop,Quick delivery by flipkart. Product also original. Got at a very good price almost comparable to USA converted in Indian Rupees. Very good laptop and no heating issues,5
1938,Laptop,"Overall good performance laptop, best one for the growing star.",5
1939,Laptop,Worth the money,5
1940,Laptop,Happy and satisfied with the purchase!!  Got this in BBD sale at very best price of 76.9k after applying all discounts.  Writing this review after 1 month of usage. This laptop is best in all aspects. No issue at all,5
1941,Laptop,MacBook M1 air worth the price.  Pros :- Seemless very compact design. Battery last for 2 days at least ( daily using 5-6 hours) Performance is amazing.,5
1942,Laptop,Shocked after seeing the performance of the machine omg absolutely very good performance and if you want a best laptop in this price so don't waste your time choose this.,5
1943,Laptop,Happy Hu,5
1944,Laptop,Amazing product 😍❣️ best in laptops go with it🥳,5
1945,Laptop,I was bit worried before buying because of the hinge issues but beleive me there such no problem i found in my mac .It took me 40 min to adjust after using windows for 12 years . P.S You have to take a great care in order for it to prevent from scratches .,5
1946,Laptop,"I have been using this laptop for more than 6 months, and this is by far the best laptop I have used. The M1 chip is fast and you can do all the heavy stuffs related to work or assignments. I have not faced any lagging issues till date. The battery is really good, one full charge and I don’t have to carry my charger for next 2-3 days (I don’t use it for watching movies or videos). The laptop does not heat up even though there is no fan. If you are planning to buy with, go for it. Transition from windows might take time but you will get used to it within a week.",5
1947,Laptop,Super se upar MacBook M1,5
1948,Laptop,Price high other wise good product,5
1949,Laptop,Everything is best,5
1950,Laptop,Awesome performance nice display,5
1951,Laptop,I am using this since 2 months. I mainly used for development of android application. android studio and android simulator working very smoothly. thanks to android stusio silicon support. Now a days many sdks and development tools created silicon version and its very smooth.  I can run 2 android emulator simultaneously and its working fine.  even in programming it gives approx 8 hours batter backup.,5
1952,Laptop,Absolutely loved this product no lag and speed is just 😍 Only one issue that it will not run windows with m1 chip that was previously happening with intel chip.,5
1953,Laptop,Value of money. miles ahead in performance when compared to laptops at its price.,5
1954,Laptop,Disappointed ☹️ old MacBook was awesome. There is only C Port. Poor Quality webcam no magnetic charger no fan it feels like tablet not happy with purchase missing my old MacBook,1
1955,Laptop,Stopped working in 45 days . Not turning on,1
1956,Laptop,The quality is uncompromisingly flabbergasting! From all standards.,5
1957,Laptop,Lot faster than my old MacBook Pro 2017. No heating issue. Best better backup ever. Love it 😊,5
1958,Laptop,Best Laptop For video editing (channel-beautiful tracker),4
1959,Laptop,Just love it.  Very good battery life. Fast & Smooth performance. Love the design. One of the best machines for office purpose,5
1960,Laptop,"Writing this review after using this device for 2 months. I am a Windows user from last 15 years and mostly working on desktop computers, after using this slim machine, I would say... performance, display, sound, battery life, everything is excellent. I am a Web Developer and I think its not a huge difference in performance when I compare it to my desktop i5, but it's equivalent or slightly faster.",5
1961,Laptop,Gud as per price,4
1962,Laptop,"Best in every aspect, Just go for it. But Flipkart's Packaging was very cheap.",5
1963,Laptop,-Good for programing....(not for gaming purpose) -No heating issue( This surprised me😱) -horrible Battery capasity(♥️) -no other laptops in this range to compatate with macbook air m1 for above arguments....,5
1964,Laptop,"The laptop is the best option for someone who is already a mac or iOS user and is one of the best options for someone who isn’t. The fan less design and apple designed M1 chip just make this machine a beast that devours everyday tasks and easily handle some heavy duty tasks as well. It serves it’s purpose and gets out of the way when you’re done. The instant wake, really fast SSD, best touchpad, excellent speakers and microphones, along with the premium design and the deep integration with rest of the apple ecosystem devices make this macbook the best buy option for most laptop users.",5
1965,Laptop,Excellent product and pricing,1
1966,Laptop,One of the best products I've invested my money in. Really glad with the laptop. Only worried about running of the storage space 🙂,5
1967,Laptop,Amazing machine 😍,5
1968,Laptop,Product is very good. Performance is excellent . Only one annoying thing is charger. Two pin charger is not grounded. You will get little electrical shock during charging the laptop. It can be solved just using three pin charger.,4
1969,Laptop,It's worth buying Mac book M1,5
1970,Laptop,"Awesome machine form Apple, loved the performance",5
1971,Laptop,Value for money,5
1972,Laptop,Apple has exceeded expectations again.What a laptop.The best things are Display and battery.You literally do not need your charger.Unbelievable.Thanks Flipkart for the deal and the lightning fast delivery.Go for it without thinking about anything.You will thank yourself for buying.,5
1973,Laptop,Performance is far better than expected. Loved it 😍,5
1974,Laptop,"Absolute beast of a system, very satisfied with the purchase, firstly Kudos to flipkart to deliver it on the said time/date. I’ve been using the laptop for more than a week now and very happy for personal and medium to heavy use with many apps opened at a time.  Pros: - Excellent battery life 1-2 days for an average to heavy user - No comment needed on Display - above par - keyboard is very tactile & easy to use - backlighting is good.  Cons: Nothing to mention as of now.  Overall, will highly recommend M1 Mac Air or Pro depending upon your requirement and usage which is leaps and bounds better in overall performance and other parameters than intel and AMD chips. *Detailed review will share after couple of months of usage.",5
1975,Laptop,"One of the best laptop available in the market. When compared to other laptop in around 80000 range, the display, performance, battery backup everything is best. Gaming might not be good in this laptop. For simple day to day use, it is the best option. Battery backup is around 17-18hour with web browsing, watching video. Speaker is also very good. So if this laptop is within budget, just go for it. Don't think otherwise",5
1976,Laptop,"The following is a detailed usage review. First of all, I Thank Flipkart for the fast delivery, that too a day before the promised delivery date. This is by far the best laptop you could get for the price range. As a person who have been a windows user all my life, MacOS is a totally different experience for me. The aluminium build, the performance, the display and the compactness of this machine has surprised me.  PROS: 1. The M1 Chip - This chip is the sole reason that narrowed me down to the Air in the price range (i.e. below INR 1Lakh). The chip is a beast and it can tackle almost 90-95% tasks you throw at it, that too without heating issues. It is ARM-based, and contains both the CPU and GPU in a single unit. The RAM is also integrated within it, with both the CPU and GPU having ready access to it, thereby reducing the time needed to access data across circuits like in other laptops. The performance is on par with many high-end laptops. Hats Off to Apple for designing this revolutionary chip. 2. No heating issues* - The M1 chip is so power-efficient, that almost every task is done without any heating issues. The Air could go hours without any heating. *This is for daily tasks which include web browsing, reading PDFs, making presentations, photo and light video editing. 3. Battery backup - With a 49Wh battery powering the M1, the battery backup is phenomenal. With the above mentioned tasks in point no. 2, it would easily last 3-4 days once fully charged. I’ve tested the charging time from 0-100% to be 2Hrs 45Mins with a 30W adapter. The charging time can be reduced with a faster adapter. 4. Fan-less design - No fan means no background noise while doing heavy tasks. The M1 chip without a fan is more than enough for 90% of users. 5. Light weight - The sleek aluminium build makes it light weight and easy to carry. Being a 13-inch device, it fits easily in small backpacks. A premium sleeve would help protect it from accidental falls or bumps. 6. Trackpad - One of the best features that I love about this device! The feedback is amazing with plenty of swipe gestures that make multitasking hassle-free. The trackpad is big with plenty of space to move around. 7. Keyboard - The keyboard is great with good key travel and clicky keys. 8. Display - It has a 2560*1600 Retina display with excellent colour reproduction. I own an Zenbook 15 and while colour grading photos on both the devices I’ve found the colour reproduction of the Air to be far superior. 9. Speakers - The speakers are great with good volume levels. If you’re a person who listens to music on the laptop speakers, do consider the Pro as it comes with HDR Speakers.  CONS 1. Not for heavy video editing/gaming - The M1 Air is best for editing videos upto 1080p with little or no heating. It also runs light games, but is not meant for heavy gaming. If you’re a video editor who edits heavy 4K files, the Air would eventually get it done, but its better to go for the Pro as it has an extra core and a fan. Same is the case for heavy gamers, it would be better to upgrade the RAM and opt for the extra core. 2. No LED Indicator - A charging indicator should’ve been included either on the Air or on the adapter. Its handy to have an indicator to know that your device is fully charged. The only way to find out at present is to switch-on the device and check. 3. USB ports - The thin and light build does come with some drawbacks in the form of lack of ports. It is included with 2 Thunderbolt ports (one for charging) and a 3.5mm audio jack. The thunderbolt ports are both on the same side, placed close to each other. Some users may find it difficult if they plan to connect 2 usb-c devices together. It would’ve been convenient if they were on opposite sides. People who wish to connect SD cards, flash drives or external hard disks one should consider getting a 7 in 1 usb-hub. 4. WebCam - For a device that stands out in the price range, the camera you get on it is not something that impresses you. Its provided with only a 720p camera. Apple says it uses software optimisation to make it look good and it does to some extent, but I believe they could do better. 5. Display glossiness - The display is a bit glossy and would catch reflections if used outdoors. It has 400nits of brightness, which helps with the viewing angles to an extent. You can always get a matte finish screen protector, but it could interfere with the colour reproduction of the display.  I hope this review helps to decide whether the Air M1 is the best one for you. I’ve got the 256GB variant with 8GB RAM and I believe its more than enough for 90% of users. Getting an external ssd to store your files and documents could help free up the system storage for your applications to run smooth. If you’re not a heavy gamer or a video editor, the MacBook Air M1 is the best value for money laptop that’s available on the market at present. Just go for it!",5
1977,Laptop,Must Laptop for Trader....Loved it...,5
1978,Laptop,Vry nice product . I really loved it and in Flipkart sell I got it with its lowest price. Everything thing is fine except that there is no ports for pen drive or anything which u want to connect. You have to buy extra type c connector for this otherwise it’s a blast product with best battery backup and software,5
1979,Laptop,Amazing performance just remarkable,5
1980,Laptop,"I bought the Apple Macbook Air M1 after extensive research. The x86 processors seem to have fallen far behind in performance and battery life, and is also a very confusing lineup with i3, i5, i7 processors. I am buying a device that should last me for around five years at least so my selection parameters were (1) Good processor (2) Good battery life and portability (3) Solid build quality. The M1 with 16 billion transistors was head and shoulders above other processors, and also provided best in class battery life. Weighing barely a kilogram, this is a highly portable device and the Apple build quality sealed the deal, as it seemed to be way ahead of other devices in a similar price bracket. This is the first time in three decades that I have bought an Apple laptop. I got the Space Grey laptop which looks great.  One tip for those buying this laptop. You may have to buy a USB-C hub if you are connecting this to an external monitor, ans wireless keyboard and mouse. I bought the PiBox 7 in 1 but faced challenges with mouse lag. The problem was solved after a lot of research which led to switching off the Wi-Fi of my printer, and covering the USB Hub's connection to my M1 with aluminium foil. Sharing this here because it took me a few days of research to sort this out.",5
1981,Laptop,FALUE FOR MONEY,5
1982,Laptop,Writing the review after usage of 3 weeks. I'm in awe of this small beast. Performance is too good to be true plus the video and sound quality is just amazing. Worth the money in all terms. Battery backup is also great. Expect 12-13 hours on a single charge with normal usage which is way too higher as compared to any other window laptop. All in all couldn't have asked for.more. The only cons could be that it's not touch screen.,5
1983,Laptop,You can not visualise the efficiency of this product unless or until you used it. Best in this category… just go for it.,5
1984,Laptop,MOST TRUSTED APP YOU CAN BUY IN FLIPKART I AM SO EXCITED THANK YOU FLIPKART FOR THIS AMAZING EXPERIENCE ❤❤,5
1985,Laptop,Only 2 person go for it 1-Who have lots of money 2-FCP is important Otherwise windows laptops are best options,5
1986,Laptop,"Great performance, light weight, Super fast processor and very good battery backup. Go for it and you won't regret it",5
1987,Laptop,This is simply outstanding in every respect. Go for it without any second thought.,5
1988,Laptop,Awesome performance and very strong physical body as well......,5
1989,Laptop,"Macbook Air feels awasome for daily use. Its too early to comment about the performance, however i don't see any issue with this as well as battery life.  Thanks",5
1990,Laptop,"Wow... Simpley amazing. I can't believe,. No words ... Apple ...GOAT.....👍👍🙏🙏😀",5
1991,Laptop,M1 is fast. Delivery on time. Great product overall + Value for Money,4
1992,Laptop,Baby Beast. The Runner Machine.  Buy it Try it  Never gonna regret,5
1993,Laptop,Camera quality is very very poor not look like that it is apple product waste of money,1
1994,Laptop,Its absolutely a beast machine! Its super fast and buttery smooth! But if you want to use xampp its not suitable for you and 1st time u can open with one hand later it gets tighter! You have to use two hands definitely,5
1995,Laptop,"Ah! After 16 yrs of using windows OS, wanted a laptop which is reliable and powerful in performance. I mean this is craziest laptop i have ever used in my life. Super smooth performance with no lags and heating. This is my first MacBook & I am really glad to be a proud owner of the same. Trust me you can really count on Apple Macbook for all your privacy and personal data safety. Bindly go for it its just AIR.  Got beat deals from Flipkart and its under my budget.",5
1996,Laptop,Value for money,4
1997,Laptop,Amazing laptop and it's display is also too amazing and performance is also great but one you will not get any return policy in it and although laptop is amazing,5
1998,Laptop,Best Laptop in a reasonable price….,5
1999,Laptop,This is my first Mac and I love it. I will not mention pros as everyone knows it. Cons 1. The screen is not anti reflective. It's glossy 2. Location services doesn't work in this mac. If you are dependent on it don't buy.,5
2000,Laptop,"I got this at 73k at this price range i don't think any other brand can compete. This is the one time investment, so if your budget 70k to 80k then go for this.",5
2001,Laptop,"Overall an excellent product, design and performance are top notch.",5
2002,Laptop,I had to return it because got defective product. Logic board was dead. Stop working after 4 hrs.Giving 2 star for smooth and timely refund from flipkart. It's upto you if you want to buy it from flipkart.,2
2003,Laptop,"Got the good deal, Excellent product in this price range.",5
2004,Laptop,"Excellent product by Apple and due to Flipkart sale, it suddenly became affordable. If you have Apple products like iPhone and Apple Watch, then go for it. It’s really awesome.",5
2005,Laptop,"Initial impressions were good, it's very early to comment on the performance. Will update soon.",5
2006,Laptop,Ultimate machine I have seen ever.. M1 chip very powerful and fastest..,5
2007,Laptop,Absolute beast of a laptop unbelievable technology,5
2008,Laptop,The best laptop for its price. I would even say that it's not overprised for the performance you get. The only con I could point out is the lack of ports. But pros outweighs the cons and I truely love this gem of technology.,5
2009,Laptop,It’s extremely unique,5
2010,Laptop,Average performance. Don't see much difference than previous macbook air.,2
2011,Laptop,One of the best MacBook models I’ve ever come across. Total value for money! Flipkart price and delivery 5 stars!!,5
2012,Laptop,"Battery backup is amazing like 18 hr. video playback , design and performance are also outstanding . Overall everything is mind blowing.",5
2013,Laptop,Bought it on flipkart big billion days. Initial impressions are good so far but it does heats up when you do some gaming. It mainly occurs because of the absence of cooling fan. But for normal daily usage and tasks it is a BEAST. I opened around 30-40 safari tabs and around 15 apps at the same time still i was able to switch between apps without any lags and it was buttery smooth. Battery life is just icing on a cake for this overall package.,5
2014,Laptop,Upgraded from 2013 MacBook Pro and I am happy with the purchase. Design wise it’s huge upgrade and also in terms of performance it’s super fast. Will see how well it performs when running different IDEs as I am a programmer. Just want to thank Flipkart for fast delivery,5
2015,Laptop,"It’s just simply awesome. The performance, design, display, sound- everything is just at its best.",5
2016,Laptop,Best pc within this price range ... Those who wanna go with windows with this budget range plzz try this one you will really happy with your decision,5
2017,Laptop,First time ever heard value for money for an apple product Battery is outstanding Optimised apps are butter smooth,5
2018,Laptop,Best laptop I have ever used...... Display is amazing..... Was a bit skeptical at first but trust me this laptop is amazing.....,5
2019,Laptop,Can't ask for more... Literally the best tech piece out there.... Performance... Battery... Sleek design... Portability... And specially after the discounts.. It was a no brainer.. Lack of ports maybe an issue but great dongles are available so anyone who needs a laptop at gif price point you should not think even if you're a pc user and get this.,5
2020,Laptop,"Very thin and light laptop ,easy to handle nice built quality,display-and track pad",5
2021,Laptop,"If you are a windows user, go for windows only in case of you are buying for work. Software will work but you will have to adjust from windows to iOS which takes time. Battery life is really good and sound quality is not like anything else. You'll feel real Dolby digital sound. Only C type port is given.... Blah blah blah blah... Known things. It's been week for me to using it but still not satisfied completely yet no question about performance or anything, just adjusting myself from windows to iOS.",3
2022,Laptop,"Awesome, feel proud to be a macbook owner. Performance, look, battery backup is extraordinary.",5
2023,Laptop,Hinge is not smooth,5
2024,Laptop,Best laptop for students under 75 k during big billion days Battery and performance is very excellent,4
2025,Laptop,"Apple MacBook Air is all rounder,performance is excellent because of M1chip😍",5
2026,Laptop,"It's amazing laptop, Battery backup, display quality, speakers sound, everything is ❤❤❤ Best laptop for students and coders.",5
2027,Laptop,If anyone wants a good battery life or battery backup go for it works smoothly and for students also who study long (6-7) hours . It performs well,5
2028,Laptop,"well it is my first apple product, i use for video editing and its rocking fast. rendering aplication managment ram battery all worling verywell, dispay is very vibrant P3 dispay color gamut is above the 100srgb. super sound with best light weight feel on the lap .. thank you fliplart thank you aplle for the amazing product.",5
2029,Laptop,Good product.value for money. Flipkart package and delivery is good,5
2030,Laptop,I don't have any words for this beast. Can't get over the video and image quality. Every app runs very fast in this. Worth the price. Highly recommended.,5
2031,Laptop,"Nice one, value for money",5
2032,Laptop,Apple original product at the unbelievable price..Worth to buy from big billion sale !,5
2033,Laptop,"The M1 chip on macbook is just awesome. I had the previous macbook air with intel chip and bought this macbook air with M1 chip for my brother and when compared both of them the macbook air with M1 chip outperforms its predecessor in all aspects. On comparing both of them there is no area in which it's predecessor is ahead except the new one doesn't have USB 3.1 port. Only 2 USB type c port which is called thunderbolt 4.  The display is much better. Screen size is same byt dimensions are more compact. The battery backup is also great. There is no heating issue very minor heating casually which is acceptable. And the best thing which i loved is, when i kept both macbook side to side connected to the same WiFi and opened several websites the M1 opened the page immediately whereas the old one took 1-2 seconds more. When you will see both happening side by side then you will want to have that only. It is superior to Several Intel laptops in every aspect.",5
2034,Laptop,A wonderful product! Works great with the new M1 chip and happy to get it in a good discounted price. All thanks to Flipkart.,5
2035,Laptop,I love the new M1 MacBook Air 2020! I got the silver one in 256 gb. Absolutely amazing! I got it at a steal and would recommend to buy this at a nice price! Love it!!,5
2036,Laptop,Nothing less than a gem,5
2037,Laptop,"Switching from a windows laptop to a MacBook was a hard and sort of confusing decision for me as i was not really aware about mac 💻 but i did and I’m happy with my decision. It’s super smooth, neat, optimized, and easy to use. It’s value for money 😍",5
2038,Laptop,The beast you will get at this price. Best value for money product in current market. If you are looking forward to buy a new laptop and switching from windows to Mac environment. No issues go ahead. I have personally looked for so many reviews before buying it as i switched from windows to mac with this.,5
2039,Laptop,Best in business,5
2040,Laptop,"This is truly a mean machine, l was in a mind set to continue with windows, but if you are not much concerned about game and a professional , close your eyes buy this. This functions like a ipad superfast to open and runs fine with day to day work. Battery life is awesome.  Pros: battery life, best display, premium built quality, M1 chip Cons: nothing much so far to be honest but you have to keep in mind though its a 🍏 you won't be able to manage 3rd party application easily.  With a minimum to that price and looks similar to this product and close to display quality you can go for xiaomi notebook ultra.",5
2041,Laptop,Battery and performance top notch...,5
2042,Laptop,Great laptop for students and those who want to do some video editing also. Go for it. Battery life is just insane NO laptop offers such a good battery life at this point can sync with your iPad and increase your productivity to the next level. Overall a value for money product Great laptop at this price . Got it at 72k in Big Billion Days.. Thanks Flipkart.,5
2043,Laptop,If you r looking to switch to mac And you buy this one U will be the ones joining a new era To experience this mac with an apple silicon!  Go for it if u wanna enjoy this beginning To match your journey!,5
2044,Laptop,"1st Mac pc in my lifetime, I’m impressed being windows users for multiple decades below are the major benefits came in my mind instantly,  - No heating issues, I can use like phone or tab. Simply to say I use pc place in my thigh - Display is awesome, feels to work more in sharp displays - Battery, Wow simply super it’s stay for me a week with daily max of 2 hour of usage, charging timing 10 to 100 max 2 hours - very slim and light, you need use good case to protect it. Feels very less weight have to handle very carefully - coming to OS very friendly and vey quick boot and good compatibility with all apple products - price slightly high but if you take with offers it’s good deal and I’m sure u will not regard if you somehow manage to use this pc for 6 month then you will have no reason to leave max pc -performance is far more than any PC in this price point",4
2045,Laptop,1000 Salutes to this Laptop for Battery.It just blows all other laptop out of the park. I literally got 15 hours of battery life with web browsing. I only need to charge this laptop twice a week and I use it all day.It does not heat at all unlike others which make an Airline engine take off sound.Performance is great and looks are Sexy.Apple just Nailed this.If you don’t have any budget constraints just buy this without even blinking you will not regret it,5
2046,Laptop,Best in the market at this price tag,5
2047,Laptop,Awesome work experience,5
2048,Laptop,Product look is attractive Features are also appreciable,4
2049,Laptop,"Superb machine. value for money. Must buy. Design is sleek , battery backup is awesome, touch n feel os very good",5
2050,Laptop,"It's smaller than my previous macbook air thus difficult to keep in lap.Wish apple increases size to 14+ inch in next version and restore previous version body dimensions. Liked everything else. Didn't use for any heavy tasks.So can't comment on m1 capabilities. It doesn't get heated while watching Netflix/YouTube continously.Liked that very much.Very silent due to no fan is another experience. Ram 8gb is good. Need accessory for using 2 c type thunderbolt and SSD if more storage is.needed. Few things that are different this time- Wifi keeps disconnecting. Out of the box, trackpad tap feature was not activated.I had to go to settings. Apple logo does not glow.It looked awesome.Bring it back. Its heavy. Thanks flipkart for BBS.",5
2051,Laptop,A MacBook is a MacBook. Justifies its name pretty well. High quality performance,5
2052,Laptop,Worth buying product ...,4
2053,Laptop,my first apple device.. i have used windows from my childhood. never used apple device. but after using this i can say u will never regret.. first impression will make u happy. the best feature of macBooK air m1 is its battry backup . charging once and use 2 or 3 days regular. i charged to 87 % and used whole day on video streaming on speaker and at night it battery was 37% . very good battry backup.. good for light works.. not much powerful as windows laptop as they have graphic and all. so buy only if u want light weight and stylish good battry and special purpose work like video edit or studying,5
2054,Laptop,Only disappointed is large bezel size. All others outstanding,4
2055,Laptop,One of the best laptop in this range. Great performance with no noise. Bought it at 69k,5
2056,Laptop,"I recently purchased this on big billion sale, so it was a steal for me 🥳. Performance of this laptop is out of the world for it’s price range now a days. No Windows laptop can come even closer to its battery and performance standards. Don’t forget the fact its has no fan so noise is not an option. And even without having a fan it fairly manage to balance its internal temperature very well. A awesome buy for casual user, programmers and even designing and Computer science students in their college 👍🏻",5
2057,Laptop,Its merely nice product and deal',5
2058,Laptop,"Not much to review ,You all know Everything is as given, but i am yet to see the battery last more than 10 hours.",5
2059,Laptop,Great product but screen could have been better and price as well.,5
2060,Laptop,FAST AS A JET ENGINE WITH GORGEOUS DISPLAY...MONSTER BATTERY AND MELODIOUS SOUND QUALITY...,5
2061,Laptop,Best in this price range. close your eyes and go for it without any hesitation if you can afford ...,5
2062,Laptop,Macbook Air M1 is value for money better than MacBook Pro !! A must for all who wants to excel in their field!!,5
2063,Laptop,"If uh are a Gamer, then it's not for, this doesn't support many games, and if uh are low on budget then still uh can find better options. But if uh don't game much and ur budget is on point, Dont think, just go for it, this one is the best pick. I'm writing this review after 2weeks of my experience of using this product. It's smooth like honey. It's Fabulous!!! It works very well for all of ur works. Its the best uh can get in that budget.",5
2064,Laptop,Product looks good with the new sound quality and picture quality. Need atleast 1Usb port which is missing and there is no light to say that it's charging which was in previous model of MacBook.,5
2065,Laptop,Iam amazed by the m1 chip and the display,5
2066,Laptop,My battery died within 60 days of purchase...DONT BUY FROM FLIPKART,1
2067,Laptop,An amazing product by apple. The machine is superfast and can handle anything you throw at it. Thanks for quick delivery flipkart.,5
2068,Laptop,"Apple Mac has a class in it's own, simply outstanding!! The Big Billion Days offer makes it an even crazy deal. Great improvement from the last gen Mac, it now gets a crisper screen with less bezels and looks a lot more premium. You must use it to experience it.  Everything else is just perfect, excited to start using it more, Go for it without a second thought!!",5
2069,Laptop,Good laptop. Phenomenal battery life. I wish microsoft bring solution for native windows installation for M1 macbooks,5
2070,Laptop,"Macbook air M1 is value for money product, the design is so sleek. Battery backups is 10+ hours, sound quality is good, no heating issue, display is so good, light weight, very good keyboard, metallic body and good for browsing surfing.",5
2071,Laptop,"No doubt, the laptop is very good. But this 3 star is only for the apple company itself. There is no USB port or card reader port. You will just get 2 type C port and eventually you have to shed extra 6-8k to buy a good quality dock(connector) for this laptop so that you can connect your hard drives, iphone or card reader, etc. Also, even to get a 512GB variant you have to pay a whooping 20k extra. This is insane. Instead of buying 512Gb variant I would suggest to buy a external SSD. I didn’t like the apple strategy. They always want their customer to pay extra for accessories and that too are very expensive. Same they did with new iphones without chargers lol. Bu the way I prefer silver color instead of space grey. Silver looks more attractive. I can say this as I have both color macbooks at my home. But again its upto once personally choice.",3
2072,Laptop,"Have been reluctant to spend money on a MacBook for so long. But I was impressed with M1 chip performance. That you so much Big Billion Days! You made my dream come true without the need to spend MRP  It is very different from a Windows laptop but as you spend more time and get a hang of it, you will love every second - the hardware and the software",5
